ZipCode,City,StreetAddress,Latitude,Longitude,StateFull
56850,Raversbeuren,Ansbacher Strasse 43,50.07167,7.092597,Rheinland-Pfalz
75172,Pforzheim Weststadt,Sömmeringstr. 53,48.840167,8.713976,Baden-Württemberg
54292,Trier Ruwer,Neue Roßstr. 99,49.814321,6.57037,Rheinland-Pfalz
93080,Pentling,Esplanade 45,49.077019,12.160876,Freistaat Bayern
83037,Bad Aibling,Jahnstrasse 10,47.809505,11.925811,Freistaat Bayern
21709,Burweg,Gruenauer Strasse 57,53.563552,9.31941,Niedersachsen
84378,Dietersburg,Ziegelstr. 20,48.406308,12.893464,Freistaat Bayern
46569,Hünxe,Am Borsigturm 56,51.572558,6.772449,Nordrhein-Westfalen
72762,Reutlingen Katzensteg,Bayreuther Strasse 39,48.547401,9.169436,Baden-Württemberg
53604,Bad Honnef,Lietzenburger Strasse 61,50.728048,7.212575,Nordrhein-Westfalen
94571,Schaufling,Kirchenallee 81,48.842556,12.986339,Freistaat Bayern
91195,Lauf,Alsterkrugchaussee 33,48.561835,8.105537,Freistaat Bayern
85264,Pfaffenhofen,Rankestraße 86,48.36576,10.127211,Freistaat Bayern
39050,Magdeburg,Unter den Linden 11,52.147693,11.591116,Sachsen-Anhalt
17507,Lubmin,Reeperbahn 52,54.207233,13.56997,Mecklenburg-Vorpommern
06132,Halle,Messedamm 5,51.348455,11.93335,Sachsen-Anhalt
49849,Wilsum,Lietzenburger Straße 54,52.602986,6.92133,Niedersachsen
80530,München,Landsberger Allee 1,48.151373,11.663496,Freistaat Bayern
84052,Rottenburg,Eichendorffstr. 48,48.525566,8.834718,Freistaat Bayern
89281,Altenstadt,Konstanzer Strasse 82,48.194725,10.159408,Freistaat Bayern
89203,Neu-Ulm,Frankfurter Allee 33,48.43398,9.930698,Freistaat Bayern
94348,Atting,Esplanade 33,48.911121,12.47469,Freistaat Bayern
76532,Baden-Baden Balg,Pasewalker Straße 95,48.829995,8.309031,Baden-Württemberg
94011,Passau,Albrechtstrasse 99,48.646221,13.379631,Freistaat Bayern
72417,Jungingen,Eichendorffstr. 72,48.404887,9.041776,Baden-Württemberg
32547,Bad Oeynhausen Innenstadt,Michaelkirchstr. 60,52.131755,8.747745,Nordrhein-Westfalen
18003,Rostock,Kurfürstendamm 45,54.020423,12.175798,Mecklenburg-Vorpommern
91336,Heroldsbach,Mellingburgredder 52,49.638468,10.996335,Freistaat Bayern
55497,Schnorbach,Joachimstaler Str. 78,49.983057,7.686791,Rheinland-Pfalz
54636,Weidingen,Luetzowplatz 43,49.96431,6.432201,Rheinland-Pfalz
31623,Drakenburg,Luckenwalder Strasse 14,52.72351,9.198853,Niedersachsen
78465,Konstanz Insel Mainau,Eichendorffstr. 58,47.695515,9.123672,Baden-Württemberg
85201,Dachau,Büsingstrasse 21,48.21331,11.391464,Freistaat Bayern
80062,München,Landsberger Allee 59,48.19503,11.533388,Freistaat Bayern
56414,Berod bei Wallmerod,Hollander Strasse 17,50.4138,7.924512,Rheinland-Pfalz
67752,Oberweiler-Tiefenbach,Grosse Praesidenten Str. 38,49.524235,7.618604,Rheinland-Pfalz
94016,Passau,Albrechtstrasse 80,48.523226,13.397696,Freistaat Bayern
44137,Dortmund,Straße der Pariser Kommune 24,51.559108,7.556858,Nordrhein-Westfalen
94087,Neureichenau,Ziegelstr. 84,48.702895,13.755835,Freistaat Bayern
19005,Schwerin,Unter den Linden 5,53.611685,11.449691,Mecklenburg-Vorpommern
73560,Böbingen,Invalidenstrasse 42,48.868391,9.948086,Baden-Württemberg
66773,Schwalbach,Stresemannstr. 82,49.238228,6.943928,Saarland
80081,München,Landsberger Allee 3,48.081683,11.558337,Freistaat Bayern
76879,Essingen,Brandenburgische Strasse 67,49.148098,8.199966,Rheinland-Pfalz
54673,Plascheid,Rudower Strasse 10,50.018042,6.341375,Rheinland-Pfalz
63803,Haibach,Rudolstaedter Strasse 76,49.095079,12.741079,Freistaat Bayern
02684,Schirgiswalde,Heinrich Heine Platz 10,50.98258,14.492327,Freistaat Sachsen
89276,Nersingen,An der Schillingbrucke 13,48.348544,10.113133,Freistaat Bayern
92437,Bodenwöhr,Schaarsteinweg 17,49.310336,12.35112,Freistaat Bayern
65830,Kriftel,Scharnweberstrasse 77,49.98994,8.560839,Hessen
88682,Salem,Hans-Grade-Allee 8,47.823301,9.29548,Baden-Württemberg
98693,Bücheloh,Jenaer Strasse 10,50.630456,10.986401,Freistaat Thüringen
96359,Steinbach,Koenigstrasse 72,47.732398,11.558494,Freistaat Bayern
98744,Cursdorf,Oldesloer Strasse 75,50.518279,11.177919,Freistaat Thüringen
22393,Hamburg Bramfeld,Boxhagener Str. 66,53.700532,10.149021,Hamburg
39014,Magdeburg,Unter den Linden 93,52.066664,11.576998,Sachsen-Anhalt
26845,Nortmoor,Kastanienallee 20,53.308301,7.650372,Niedersachsen
92703,Krummennaab,Flughafenstrasse 2,49.802329,12.180418,Freistaat Bayern
86833,Ettringen,Wallstrasse 2,48.162483,10.744001,Freistaat Bayern
37194,Bodenfelde,Leipziger Straße 59,51.560994,9.571546,Niedersachsen
39626,Bismark,Feldstrasse 11,52.600574,11.585864,Sachsen-Anhalt
44809,Bochum,Leopoldstraße 12,51.518394,7.237693,Nordrhein-Westfalen
90213,Nürnberg,Rathausstrasse 27,49.370757,11.152834,Freistaat Bayern
76187,Karlsruhe Nordweststadt,Frankfurter Allee 3,48.982186,8.282431,Baden-Württemberg
08230,Treuen,Reeperbahn 6,50.486442,12.358701,Freistaat Sachsen
98553,Ahlstädt,Oldesloer Strasse 26,50.489615,10.645629,Freistaat Thüringen
54310,Ralingen,Lützowplatz 51,49.837212,6.469937,Rheinland-Pfalz
55129,Mainz Ebersheim,Mollstrasse 44,49.918899,8.362013,Rheinland-Pfalz
88119,Lindau,Potsdamer Platz 39,47.558632,9.700185,Freistaat Bayern
96233,Ebersdorf,Bissingzeile 63,50.331991,11.091479,Freistaat Bayern
82499,Wallgau,Marseiller Strasse 79,47.430512,11.354646,Freistaat Bayern
91284,Neuhaus,Ziegelstr. 55,49.59362,11.622098,Freistaat Bayern
89150,Laichingen,An der Schillingbrucke 73,48.466835,9.801142,Baden-Württemberg
86620,Neuburg,Rankestraße 92,48.178083,9.660425,Freistaat Bayern
21107,Hamburg Steinwerder,Los-Angeles-Platz 76,53.41777,10.005342,Hamburg
97603,Bad Neustadt,Paul-Nevermann-Platz 66,50.28189,10.173331,Freistaat Bayern
56288,Bubach,Joachimstaler Str. 93,50.116342,7.38388,Rheinland-Pfalz
01263,Dresden,Charlottenstrasse 90,51.102304,13.841197,Freistaat Sachsen
97763,Bad Brückenau,Paul-Nevermann-Platz 21,50.254067,9.895269,Freistaat Bayern
89269,Vöhringen,Sömmeringstr. 93,48.215049,10.097919,Freistaat Bayern
78052,Villingen-Schwenningen Rietheim,Schönhauser Allee 96,48.12415,8.479207,Baden-Württemberg
97476,Knetzgau,Luebecker Strasse 81,50.022485,10.463761,Freistaat Bayern
91565,Herrieden,Heiligengeistbrücke 91,49.249414,10.600541,Freistaat Bayern
56587,Oberhonnefeld-Gierend,Wallstrasse 37,50.489854,7.544504,Rheinland-Pfalz
99409,Weimar,Koenigstrasse 31,50.882999,11.288091,Freistaat Thüringen
63747,Alzenau,Rudolstaedter Strasse 98,50.075019,9.158226,Freistaat Bayern
75334,Straubenhardt,Brandenburgische Str. 4,48.897304,8.527314,Baden-Württemberg
82103,Germering,Kurfuerstendamm 87,48.165228,11.307383,Freistaat Bayern
16201,Eberswalde,Landhausstraße 16,52.829419,13.864538,Brandenburg
06217,Atzendorf,Feldstrasse 54,51.424925,11.924701,Sachsen-Anhalt
24857,Borgwedel,Schönwalder Allee 87,54.53782,9.598207,Schleswig-Holstein
21401,Thomasburg,Lietzenburger Straße 88,53.143858,10.61197,Niedersachsen
02782,Seifhennersdorf,Heinrich Heine Platz 99,50.916499,14.562987,Freistaat Sachsen
01998,Klettwitz,Amsinckstrasse 24,51.597738,13.941454,Brandenburg
68163,Mannheim Fabrikstation,Scharnweberstrasse 90,49.484388,8.484433,Baden-Württemberg
95005,Hof,Billwerder Neuer Deich 80,50.405771,11.874715,Freistaat Bayern
12621,Berlin Kaulsdorf,Brandenburgische Straße 41,52.587686,13.368302,Berlin
34270,Schauenburg,Leipziger Straße 93,51.279152,9.323014,Hessen
27721,Ritterhude,Genterstrasse 31,53.081203,8.65441,Niedersachsen
29693,Hodenhagen,Rohrdamm 46,52.847321,9.517243,Niedersachsen
99005,Erfurt,Charlottenstrasse 77,51.027119,11.032277,Freistaat Thüringen
97431,Haßfurt,Luebecker Strasse 44,50.048946,10.515827,Freistaat Bayern
24561,Kaltenkirchen,Karl-Liebknecht-Strasse 25,53.828977,10.013486,Schleswig-Holstein
96219,Burgkunstadt,Fontenay 70,50.19417,11.3259,Freistaat Bayern
40489,Düsseldorf Kalkum,Friedrichstrasse 37,51.213016,6.710331,Nordrhein-Westfalen
56459,Willmenrod,Buelowstrasse 95,50.483081,8.011984,Rheinland-Pfalz
22391,Hamburg Wellingsbüttel,Los-Angeles-Platz 21,53.582633,10.070186,Hamburg
48653,Coesfeld,Stuttgarter Platz 46,51.848644,7.230467,Nordrhein-Westfalen
01911,Kamenz,Lietzensee-Ufer 26,51.245185,14.182776,Freistaat Sachsen
16244,Altenhof,Adenauerallee 77,52.832418,13.803303,Brandenburg
84053,Rottenburg,Eichendorffstr. 83,48.531203,8.905153,Freistaat Bayern
42857,Remscheid Süd,Lietzenburger Strasse 13,51.087325,7.07802,Nordrhein-Westfalen
27386,Hemsbünde,Karl-Liebknecht-Strasse 61,53.078831,9.577455,Niedersachsen
36093,Künzell,Neue Roßstr. 17,50.493776,9.721935,Hessen
87574,Kaufbeuren,Ufnau Strasse 23,47.814503,10.636587,Freistaat Bayern
54498,Piesport,Güntzelstrasse 8,49.862133,6.991921,Rheinland-Pfalz
24001,Kronshagen,Genterstrasse 41,54.435022,10.142782,Schleswig-Holstein
21244,Buchholz in der Nordheide,Karl-Liebknecht-Strasse 87,53.3612,9.841017,Niedersachsen
63801,Kleinostheim,Konstanzer Strasse 55,50.031402,9.107924,Freistaat Bayern
29482,Küsten,Lietzenburger Straße 84,53.013114,11.15896,Niedersachsen
54316,Lampaden,Lützowplatz 65,49.747759,6.738001,Rheinland-Pfalz
97837,Erlenbach,Brandenburgische Str. 7,49.779538,9.654055,Freistaat Bayern
25940,Wittdün,Hochstrasse 35,54.558588,8.353262,Schleswig-Holstein
20539,Hamburg Rothenburgsort,Fasanenstrasse 3,53.631224,10.127629,Hamburg
53426,Dedenbach,Wallstrasse 15,50.558688,7.08813,Rheinland-Pfalz
18121,Rostock,Kurfürstendamm 37,54.080996,12.17408,Mecklenburg-Vorpommern
94169,Thurmansbang,Ziegelstr. 24,48.716676,13.276819,Freistaat Bayern
27729,Holste,Bissingzeile 63,53.314377,8.911913,Niedersachsen
27245,Bahrenborstel,Budapester Strasse 59,52.621918,8.903557,Niedersachsen
06849,Dessau,Fugger Strasse 49,51.767411,12.261126,Sachsen-Anhalt
56249,Herschbach,Storkower Strasse 66,50.598062,7.714456,Rheinland-Pfalz
45259,Essen,Jenaer Strasse 11,51.368356,6.919598,Nordrhein-Westfalen
31737,Rinteln,Rohrdamm 87,52.117961,9.131453,Niedersachsen
17011,Neubrandenburg,Unter den Linden 81,53.63989,13.266698,Mecklenburg-Vorpommern
16567,Buchhorst,Gruenauer Strasse 38,52.62817,13.429019,Brandenburg
54636,Esslingen,Luetzowplatz 31,49.970469,6.46276,Rheinland-Pfalz
47589,Uedem,Gotzkowskystraße 35,51.726763,6.188099,Nordrhein-Westfalen
54636,Schleid,Luetzowplatz 15,49.944741,6.329651,Rheinland-Pfalz
84508,Burgkirchen,Kieler Strasse 14,48.143114,12.669837,Freistaat Bayern
54579,Üxheim,Augsburger Strasse 57,50.438467,6.656989,Rheinland-Pfalz
45525,Hattingen Blankenstein,Augsburger Straße 60,51.438831,7.188346,Nordrhein-Westfalen
37627,Wangelnstedt,Leipziger Straße 36,51.983871,9.672008,Niedersachsen
93439,Kötzting,Kirchenallee 76,49.128139,12.901955,Freistaat Bayern
01463,Langebrück,Charlottenstrasse 57,51.181813,13.809818,Freistaat Sachsen
80605,München,Landsberger Allee 4,48.232402,11.596459,Freistaat Bayern
90588,Schwarzenbruck,Mellingburgredder 61,49.289555,11.153302,Freistaat Bayern
95361,Ködnitz,Ellmenreichstrasse 79,50.158923,11.528656,Freistaat Bayern
06484,Ditfurt,Ruschestrasse 9,51.815583,11.073746,Sachsen-Anhalt
70176,Stuttgart West,Ollenhauer Str. 75,48.765625,9.195556,Baden-Württemberg
46238,Bottrop Welheimer Mark,Am Borsigturm 97,51.486404,7.018495,Nordrhein-Westfalen
54293,Trier Trier-West,Neue Roßstr. 80,49.741336,6.588413,Rheinland-Pfalz
66800,Überherrn,Stresemannstr. 48,49.326301,6.698919,Freistaat Thüringen
37434,Gieboldehausen,Leipziger Straße 60,51.579718,10.217175,Niedersachsen
32758,Detmold Hakedahl,Bleibtreustrasse 8,51.937799,8.843782,Nordrhein-Westfalen
24303,Plön,Nuernbergerstrasse 86,54.264964,10.321825,Schleswig-Holstein
81511,München,Rosenstrasse 16,48.17547,11.637968,Freistaat Bayern
86604,Donauwörth,Rathausstrasse 12,48.62539,10.767363,Freistaat Bayern
21357,Bardowick,Inge Beisheim Platz 81,53.230231,10.420868,Niedersachsen
89555,Steinheim,An der Schillingbrucke 12,48.78806,9.983925,Baden-Württemberg
92354,Velburg,Luebeckertordamm 34,49.337746,11.541174,Freistaat Bayern
63826,Geiselbach,Rudolstaedter Strasse 58,50.019048,9.239792,Freistaat Bayern
24617,Bornhöved,Budapester Strasse 78,54.127524,10.277408,Schleswig-Holstein
10965,Berlin Schöneberg,Genslerstraße 38,52.568887,13.312439,Berlin
20255,Hamburg Stellingen,Los-Angeles-Platz 3,53.635301,10.045718,Hamburg
38899,Hasselfelde,Feldstrasse 6,51.747965,10.812116,Sachsen-Anhalt
66907,Rehweiler,Hardenbergstraße 91,49.428031,7.52186,Rheinland-Pfalz
07371,Pößneck,Eschenweg 41,50.747283,12.211596,Freistaat Thüringen
84109,Wörth,Büsingstrasse 9,48.527309,12.284113,Freistaat Bayern
67117,Limburgerhof,Hermannstrasse 15,49.514955,8.301735,Rheinland-Pfalz
24030,Kiel,Genterstrasse 94,54.380086,10.11101,Schleswig-Holstein
01191,Dresden,Messedamm 39,51.149005,13.785372,Freistaat Sachsen
86511,Schmiechen,Schillerstrasse 68,48.148033,11.039939,Freistaat Bayern
22904,Ahrensburg,Chausseestr. 24,53.725703,10.163242,Schleswig-Holstein
04932,Gröden,Lietzensee-Ufer 19,51.379422,13.415228,Brandenburg
70565,Stuttgart Fasanenhof,Ollenhauer Str. 79,48.796953,9.08217,Baden-Württemberg
57612,Kircheib,Knesebeckstrasse 15,50.742555,7.792766,Rheinland-Pfalz
86072,Augsburg,Sonnenallee 65,48.430385,10.923705,Freistaat Bayern
82354,Weilheim,Bleibtreustraße 29,47.782678,11.119082,Freistaat Bayern
92427,Neunburg,Schaarsteinweg 26,49.363697,12.465891,Freistaat Bayern
92303,Neumarkt,Luebeckertordamm 13,48.408099,12.584431,Freistaat Bayern
06577,Braunsroda,Holstenwall 79,51.179244,11.215792,Freistaat Thüringen
09114,Chemnitz,Gotthardstrasse 42,50.801677,12.941927,Freistaat Sachsen
96172,Mühlhausen,Bleibtreustraße 65,49.810005,10.7192,Freistaat Bayern
55128,Mainz Bretzenheim,Mollstrasse 7,49.964302,8.328957,Rheinland-Pfalz
09589,Freiberg,Kantstraße 33,50.844104,13.372979,Freistaat Sachsen
99006,Erfurt,Charlottenstrasse 14,51.003416,10.991844,Freistaat Thüringen
67435,Neustadt an der Weinstraße Geinsheim,Invalidenstrasse 20,49.417728,8.169246,Rheinland-Pfalz
46242,Bottrop Ebel,Rudower Chaussee 9,51.598986,6.826824,Nordrhein-Westfalen
45475,Mülheim an der Ruhr,Jenaer Strasse 11,51.442161,6.870323,Nordrhein-Westfalen
94073,Freyung,Ziegelstr. 1,48.855283,13.536013,Freistaat Bayern
36421,Bad Salzungen,Kantstraße 42,50.895615,10.344401,Freistaat Thüringen
56588,Waldbreitbach,Wallstrasse 39,50.641725,7.474681,Rheinland-Pfalz
72362,Nusplingen,Mohrenstrasse 99,48.189444,8.910656,Baden-Württemberg
81509,München,Rosenstrasse 4,48.107869,11.545033,Freistaat Bayern
54570,Densborn,Lützowplatz 48,50.256586,6.687506,Rheinland-Pfalz
20146,Hamburg Rotherbaum,Fasanenstrasse 86,53.572359,9.953844,Hamburg
14089,Berlin Kladow,Brandenburgische Straße 60,52.437397,13.40994,Berlin
96422,Coburg,Borstelmannsweg 37,50.338891,11.022054,Freistaat Bayern
12163,Berlin Friedenau,Leopoldstraße 80,52.372692,13.312611,Berlin
26556,Westerholt,Luckenwalder Strasse 78,53.48419,7.460215,Niedersachsen
23680,Scharbeutz,Nuernbergerstrasse 89,54.128565,10.784533,Schleswig-Holstein
80016,München,Kurfuerstendamm 46,48.206802,11.513016,Freistaat Bayern
27383,Scheeßel,Karl-Liebknecht-Strasse 39,53.210206,9.377021,Niedersachsen
22041,Hamburg Marienthal,Fasanenstrasse 50,53.515128,10.167038,Hamburg
08402,Werdau,Schoenebergerstrasse 61,50.750006,12.346299,Freistaat Sachsen
79379,Müllheim,Hedemannstasse 19,47.744841,7.638278,Baden-Württemberg
87553,Oberstdorf,Alt Reinickendorf 32,47.313336,10.353625,Freistaat Bayern
66641,Marpingen,Meininger Strasse 4,49.3574,6.966874,Freistaat Thüringen
23747,Dahme,Schönwalder Allee 45,54.221831,11.077146,Schleswig-Holstein
54290,Trier Trier-Süd,Neue Roßstr. 29,49.692895,6.557355,Rheinland-Pfalz
24013,Kiel,Genterstrasse 76,54.392324,10.053854,Schleswig-Holstein
04004,Leipzig,Fugger Strasse 42,51.432605,12.397637,Freistaat Sachsen
64319,Pfungstadt,Mollstrasse 87,49.85766,8.605905,Hessen
83071,Stephanskirchen,Jahnstrasse 80,47.828283,12.223306,Freistaat Bayern
06644,Bad Bibra,Hoheluftchaussee 42,51.225336,11.611017,Sachsen-Anhalt
83319,Ruhpolding,Kieler Strasse 42,47.677726,12.666634,Freistaat Bayern
72820,Sonnenbühl,Brandenburgische Str. 37,48.424627,9.130875,Baden-Württemberg
45661,Recklinghausen,Knesebeckstraße 42,51.552606,7.250658,Nordrhein-Westfalen
56290,Gödenroth,Joachimstaler Str. 12,50.174516,7.360525,Rheinland-Pfalz
33611,Bielefeld Sudbrackgebiet,Leipziger Strasse 16,52.082671,8.525545,Nordrhein-Westfalen
39554,Stendal,Ruschestrasse 69,52.693995,11.775554,Sachsen-Anhalt
25801,Husum,An Der Urania 19,54.566002,9.153727,Schleswig-Holstein
70188,Stuttgart Mitte,Ollenhauer Str. 73,48.744328,9.235393,Baden-Württemberg
68229,Mannheim Friedrichsfeld,Scharnweberstrasse 91,49.577495,8.367002,Baden-Württemberg
86735,Amerdingen,Alsterkrugchaussee 59,48.802551,10.475415,Freistaat Bayern
67693,Waldleiningen,Grosse Praesidenten Str. 16,49.466337,7.96897,Rheinland-Pfalz
01445,Radebeul,Charlottenstrasse 99,51.171935,13.635799,Freistaat Sachsen
97729,Ramsthal,Paul-Nevermann-Platz 24,50.186163,9.974802,Freistaat Bayern
57518,Alsdorf,Luetzowplatz 44,50.655593,7.902497,Rheinland-Pfalz
44879,Bochum,Leopoldstraße 61,51.346412,7.190049,Nordrhein-Westfalen
89244,Senden,Knesebeckstraße 91,48.287712,10.129325,Freistaat Bayern
56206,Kammerforst,Storkower Strasse 31,50.389466,7.780133,Rheinland-Pfalz
44357,Dortmund,Straße der Pariser Kommune 60,51.50726,7.475094,Nordrhein-Westfalen
25939,Nieblum,Hochstrasse 6,54.729138,8.442726,Schleswig-Holstein
96020,Bamberg,Rudower Chaussee 43,49.861032,10.892223,Freistaat Bayern
56291,Birkheim,Brandenburgische Str 65,50.022114,7.492103,Rheinland-Pfalz
97993,Creglingen,Waldowstr. 35,49.464454,10.124647,Baden-Württemberg
93309,Kelheim,Schaarsteinweg 12,48.982265,11.913025,Freistaat Bayern
91757,Treuchtlingen,Mellingburgredder 60,48.942581,10.864825,Freistaat Bayern
85386,Eching,Prager Str 2,48.22457,11.750153,Freistaat Bayern
54317,Riveris,Budapester Straße 24,49.752751,6.747783,Rheinland-Pfalz
88161,Lindenberg,Invalidenstrasse 32,47.667646,9.911559,Freistaat Bayern
23932,Grevesmühlen,Schoenebergerstrasse 9,53.877256,11.120169,Mecklenburg-Vorpommern
74586,Frankenhardt,Waldowstr. 37,49.124973,9.927422,Baden-Württemberg
56412,Girod,Budapester Straße 23,50.459357,7.858406,Rheinland-Pfalz
01778,Fürstenau,Lietzenburger Straße 87,50.858224,13.710686,Freistaat Sachsen
66773,Schwalbach,Stresemannstr. 45,49.214751,6.928158,Saarland
18411,Stralsund,Schoenebergerstrasse 49,54.316992,13.124101,Mecklenburg-Vorpommern
29585,Jelmstorf,Lietzenburger Straße 64,53.182238,10.551917,Niedersachsen
24603,Trappenkamp,Budapester Strasse 18,54.050836,10.168038,Schleswig-Holstein
04582,Altenburg,Flotowstr. 90,51.031301,12.527142,Freistaat Thüringen
54296,Trier Irsch,Leipziger Strasse 98,49.751932,6.712281,Rheinland-Pfalz
91484,Sugenheim,Luebeckertordamm 92,49.667127,10.385176,Freistaat Bayern
67433,Neustadt an der Weinstraße Haardt,Invalidenstrasse 13,49.320319,8.118344,Rheinland-Pfalz
97462,Niederwerrn,Paul-Nevermann-Platz 85,50.014073,10.114828,Freistaat Bayern
39116,Magdeburg,Unter den Linden 74,52.061472,11.635466,Sachsen-Anhalt
76137,Karlsruhe Oststadt,Frankfurter Allee 54,48.966233,8.421455,Baden-Württemberg
06603,Naumburg,Alt-Moabit 76,51.225142,11.851091,Sachsen-Anhalt
79539,Lörrach Tumringen,Hedemannstasse 27,47.601166,7.697523,Baden-Württemberg
95138,Bad Steben,Billwerder Neuer Deich 80,50.316909,11.600531,Freistaat Bayern
22844,Norderstedt,Los-Angeles-Platz 20,53.763656,10.022243,Schleswig-Holstein
56472,Lautzenbrücken,Buelowstrasse 79,50.589474,7.91273,Rheinland-Pfalz
29614,Soltau,Rohrdamm 47,53.076041,9.819993,Niedersachsen
86331,Königsbrunn,Paderborner Strasse 43,48.613995,10.024858,Freistaat Bayern
97642,Ostheim,Heiligengeistbrücke 46,48.940682,10.661122,Freistaat Bayern
20354,Hamburg Rotherbaum,Fasanenstrasse 21,53.548977,9.992231,Hamburg
85086,Vohburg,Potsdamer Platz 9,48.732386,11.661314,Freistaat Bayern
25314,Elmshorn,Inge Beisheim Platz 63,53.667647,9.568107,Schleswig-Holstein
55765,Ellweiler,Koepenicker Str. 18,49.584805,7.108763,Rheinland-Pfalz
09554,Flöha,Kantstraße 90,50.937711,13.060355,Freistaat Sachsen
57586,Weitefeld,Gotzkowskystraße 14,50.632423,8.010122,Rheinland-Pfalz
24876,Hollingstedt,Hans-Grade-Allee 94,54.543077,9.40929,Schleswig-Holstein
45879,Gelsenkirchen,Friedrichstrasse 49,51.534776,7.177677,Nordrhein-Westfalen
53175,Bonn,Straße der Pariser Kommune 20,50.668821,7.138831,Nordrhein-Westfalen
27383,Scheeßel,Karl-Liebknecht-Strasse 5,53.124383,9.415905,Niedersachsen
27419,Lengenbostel,Budapester Strasse 41,53.258171,9.406535,Niedersachsen
37619,Heyen,Leipziger Straße 91,52.043602,9.540428,Niedersachsen
08294,Affalter,Kurfürstenstraße 93,50.544168,12.806745,Freistaat Sachsen
32758,Detmold Barkhausen,Bleibtreustrasse 94,52.014209,8.791035,Nordrhein-Westfalen
42855,Remscheid Lüttringhausen,Fischerinsel 55,51.214196,7.211643,Nordrhein-Westfalen
99192,Apfelstädt,Koenigstrasse 17,50.956399,10.821558,Freistaat Thüringen
80534,München,Landsberger Allee 34,48.154421,11.655063,Freistaat Bayern
06822,Dessau,Fugger Strasse 98,51.739421,12.16033,Sachsen-Anhalt
14624,Dallgow,Schmarjestrasse 31,52.62673,12.985754,Brandenburg
66749,Dillingen,Gotzkowskystraße 53,48.484471,10.416878,Freistaat Thüringen
01069,Dresden,Messedamm 17,51.092682,13.784604,Freistaat Sachsen
27624,Ringstedt,Bissingzeile 83,53.585221,8.790022,Niedersachsen
82155,Gräfelfing,Kurfuerstendamm 71,48.042941,11.399816,Freistaat Bayern
49577,Eggermühlen,Meinekestraße 48,52.562225,7.808196,Niedersachsen
06722,Dietendorf,Koenigstrasse 12,51.060163,11.944902,Sachsen-Anhalt
67585,Dorn-Dürkheim,Motzstr. 28,49.795627,8.333985,Rheinland-Pfalz
41069,Mönchengladbach Dahl,Fischerinsel 68,51.114263,6.366334,Nordrhein-Westfalen
97403,Schweinfurt,Paul-Nevermann-Platz 43,50.027064,10.325956,Freistaat Bayern
66654,Merzig,Hallesches Ufer 99,49.479664,6.575013,Freistaat Thüringen
76872,Freckenfeld,Brandenburgische Strasse 49,48.965762,8.144193,Rheinland-Pfalz
66552,Illingen,Meininger Strasse 13,48.931432,8.954038,Freistaat Thüringen
67360,Lingenfeld,Brandenburgische Strasse 51,49.295223,8.420671,Rheinland-Pfalz
41540,Dormagen Dormagen-Mitte,Am Borsigturm 98,51.024062,6.910868,Nordrhein-Westfalen
96352,Wilhelmsthal,Fontenay 14,50.300078,11.408094,Freistaat Bayern
66646,Marpingen,Meininger Strasse 74,49.363936,7.017725,Saarland
48151,Münster,Straße der Pariser Kommune 60,51.918366,7.604563,Nordrhein-Westfalen
47546,Kalkar,Gotzkowskystraße 59,51.753715,6.379588,Nordrhein-Westfalen
53547,Hümmerich,Knesebeckstrasse 66,50.491105,7.392715,Rheinland-Pfalz
38831,Osterwieck,Feldstrasse 78,51.87769,10.745604,Sachsen-Anhalt
18123,Rostock,Kurfürstendamm 41,54.140578,12.091258,Mecklenburg-Vorpommern
16244,Altenhof,Adenauerallee 15,52.804126,13.784543,Brandenburg
38892,Rübeland,Feldstrasse 4,51.74053,10.791403,Sachsen-Anhalt
59597,Erwitte,Gotzkowskystraße 48,51.63405,8.278253,Nordrhein-Westfalen
92536,Pfreimd,Borstelmannsweg 46,49.474615,12.244458,Freistaat Bayern
08119,Wiesenburg,Schmarjestrasse 76,52.206289,12.40837,Freistaat Sachsen
71332,Waiblingen Kernstadt-Süd,Kurfürstenstraße 83,48.734536,9.338122,Baden-Württemberg
87401,Kempten,Albrechtstrasse 75,47.720447,10.357003,Freistaat Bayern
93133,Burglengenfeld,Luebecker Strasse 56,49.227093,12.11867,Freistaat Bayern
76189,Karlsruhe Knielingen,Frankfurter Allee 52,49.0826,8.380676,Baden-Württemberg
99974,Ammern,Alsterkrugchaussee 68,51.140309,10.492733,Freistaat Thüringen
76530,Baden-Baden,Pasewalker Straße 75,48.750488,8.277124,Baden-Württemberg
76857,Völkersweiler,Brandenburgische Strasse 15,49.160005,7.909299,Rheinland-Pfalz
33619,Bielefeld Niederdornberg,Leipziger Strasse 44,51.97449,8.450996,Nordrhein-Westfalen
85354,Freising,Prager Str 25,48.472203,11.809573,Freistaat Bayern
73349,Wiesensteig,An der Schillingbrucke 82,48.55102,9.589278,Baden-Württemberg
56414,Hundsangen,Hollander Strasse 80,50.490693,7.989878,Rheinland-Pfalz
68519,Viernheim,Scharnweberstrasse 6,49.533832,8.547044,Hessen
01726,Bannewitz,Messedamm 22,51.072833,13.679806,Freistaat Sachsen
57482,Wenden,Gotzkowskystraße 37,51.023095,7.809409,Nordrhein-Westfalen
25803,Husum,An Der Urania 12,54.413896,9.158046,Schleswig-Holstein
22417,Hamburg Hummelsbüttel,Boxhagener Str. 35,53.491197,10.041591,Hamburg
